id,source,reason,text
71af727d-8f75-4b3b-b75f-d587b52db536,play_store,too_short,😘
4cbf9f2c-3c55-4221-9cd7-bb6903be3251,play_store,too_short,very good app
323f803f-056c-4629-ae0b-6de9c3bed218,play_store,too_short,good
d3d82ba5-21c4-4a5f-932f-9ce42a7827b0,play_store,too_short,good aap
d6f74479-6c69-45a4-8c87-ba5cd46bdd6a,play_store,too_short,good good
52b2c244-836a-4eed-a893-86fa53960a16,play_store,too_short,good
b3bffd29-2f4b-4aaa-8317-42916c916cc4,play_store,too_short,ok
8167002f-78e5-4385-9e7b-f9c3cdad84d1,play_store,too_short,just ok ok
cee09c6c-bdbe-4238-b355-70e08fa7c389,play_store,too_short,good
dbeb01a5-fc74-45ed-a1a1-d83ed82ddd28,play_store,too_short,ok
9fea712e-05cc-4aef-9458-d7565493c276,play_store,too_short,Good Service
f8029d57-003b-47f6-857a-89b379ca2aae,play_store,too_short,ok
9e6e5ec1-ec50-4915-86a0-dbc09b69838d,play_store,too_short,best food app
0a2de728-49df-4e67-bc3d-1032093cdda3,play_store,too_short,good 👍
165375bc-03e7-4644-9a6e-880700ac8793,play_store,too_short,good morning 🌞
cac9f6a4-83e2-4593-918f-8c5ffabeb8ae,play_store,too_short,very nice 🤠💯
b3bb3f48-c7fb-4689-a651-c4987f58b375,play_store,too_short,Good 👍
b9ac203a-6b77-46fe-96eb-b4a503ca9789,play_store,too_short,बहुत अच्छा सेवा।
7a75de73-c5c2-4387-9c28-2124f2bb2d43,play_store,too_short,good
bb32e515-66d2-43a9-831d-9a911dd33506,play_store,too_short,v good
72ad3757-7b35-4ec5-a817-48e1a98f4700,play_store,too_short,nice 👍🏻
b957c5be-a094-4ea3-af54-8abc20cae3ca,play_store,too_short,ok
405db95e-1d81-467c-b443-9fa27e613ccc,play_store,too_short,bekar ऐप है
0e0b6629-3301-4f71-8111-b4616b18cb9c,play_store,too_short,very good service
6ce417e5-3cbc-41ac-83cf-14b9b1c10791,play_store,too_short,ठीक है
2611b843-1ba8-441f-8a06-9bff47d9c3c5,play_store,too_short,good sarvice
50fa0b8b-d108-4dcc-8c78-1b68f133d684,play_store,too_short,ok
1b2efdc7-5a06-45d9-aec0-a8dea5a18f73,play_store,too_short,nice aap
5d2a229c-f83a-49f9-a9b7-69bba4de5b6c,play_store,too_short,super
abed7949-a37b-44fc-b421-94efa7d056f3,play_store,too_short,Nice 👍
2ee948db-33b4-4c51-bd77-05caf3bbff30,play_store,too_short,very good
1bd04c11-42e9-44e6-be9b-1dbfbef29284,play_store,too_short,🥰
07d62de3-3f64-4dfd-a5c0-9616441d3bce,play_store,too_short,good
67f7b506-c272-4d5a-9202-9c2b1dba94d5,play_store,too_short,nice 👍
38a54dba-6159-4b2b-97f4-db65745802fb,play_store,too_short,thik hi
df9850a5-7dec-4ef4-81e5-d42dd761ffdd,play_store,too_short,super 💯
b85fcc9f-e6da-4aba-b4e5-8c9d197324b0,play_store,too_short,good
acf95b0d-fdf2-4d61-9b66-65b0804ba6d4,play_store,too_short,good
52488101-ae29-47ad-9c95-fa3f51b1c39b,play_store,too_short,very good 😊
47588e02-4153-4327-afaa-90f9f1968ce4,play_store,too_short,Nice behavior 👏🏻
133925af-e8e8-419e-8e5b-4577dece50d2,play_store,too_short,good
8472b01a-8662-496f-b9a3-93fe523775c9,play_store,too_short,badiya app h
c3118730-d914-4b47-b533-5023e89fe5d9,play_store,too_short,accha hai
